Hồ Tịnh Tâm," Ngoài ra còn có Tịnh Tâm Lâu, Thiên Nhiên Đường, Dưỡng Tánh Hiên. Trước Nam Huân Các dựng cửa Bích Tảo, nối tiếp bằng chiếc cầu gỗ (Bích Tảo Kiều)"
Hồ Tịnh Tâm," Tại đảo Bồng Lai, công trình kiến trúc chính là Điện Bồng Doanh, ba gian chái, trùng thiềm điệp ốc, mặt quay hướng Nam, bốn phía có lan can. Ngoài ra còn có Tạ Tham Tâm, lầu Trừng Luyện"
Hồ Tịnh Tâm," Trước mặt Điện có cửa ăn thông với cầu Bồng Doanh bắc qua bờ hồ bên kia, có cầu Hồng Cừ hướng về cầu Bích Tảo. Giữa hồ có con đề Kim Oanh nối hai cửa Xuân Quang và Thu Nguyệt, giữa đê có Đình Tứ Đạt, hai mặt ăn thông với 2 cầu Bích Tảo và Hồng Cừ"
Hồ Tịnh Tâm," Trên mặt hồ còn xây dựng một tòa nhà Khúc Tạ Hà Phong, quay mặt về đảo Doanh Châu, bên trái có xưởng Thanh Tước nơi để thuyền Ngự. Ngoài ra còn có hệ thống hành lang có mái che nối các lầu, tạ, đình, đài dài 106 gian"
Hồ Tịnh Tâm," Hồ Tịnh Tâm là một khoảng không gian tươi mát đầy hấp dẫn nằm giữa lòng Cố đô và trong lòng nhân dân thành Huế. Hồ Tịnh Tâm đã được xếp hạng là di tích cấp Quốc gia theo Quyết định số 99/2004/QĐ-BVHTT, ngày 15/12/2004"
Lễ hội pháo hoa Quảng Uyên,"Lễ hội pháo hoa Quảng Uyên là lễ hội truyền thống độc đáo với màn tranh pháo hoa đầu xuân của các xã tại thị trấn Quảng Uyên, Cao Bằng để cầu mong cho một năm mới may mắn, phát tài, phát lộc. Hàng năm, cứ vào ngày 2/2 âm lịch, nhân dân và du khách thập phương lại nô nức về Quảng Uyên trảy hội"
Lễ hội pháo hoa Quảng Uyên," Lễ hội pháo hoa Quảng Uyên là lễ hội lớn nhất trong năm của nhân dân huyện Quảng Uyên, gắn với các yếu tố về lịch sử, tâm linh của miếu Bách Linh. Miếu được xây từ thời Lý dưới chân núi Cốc Bó, đến thời nhà Nguyễn được xây dựng lại hoàn toàn theo kiến trúc thời Nguyễn"
Lễ hội pháo hoa Quảng Uyên," Trước cổng có tam quan, sân tiền đường, hậu đường và hậu cung, hoành phi, câu đối. Trên cổng khắc 3 chữ “Bách Linh miếu”, có đắp nổi con rồng uốn khúc, xây bằng gạch vồ (gạch thời Mạc), có bức trạm rồng ngậm ngọc, bên cạnh có chim phượng cùng long ly tụ hội"
Lễ hội pháo hoa Quảng Uyên,Phần đặc sắc nhất trong phần lễ là màn “khai quan” cho rồng mở mắt. Rồng được khai quan từ một mỏ nước (người dân địa phương gọi là bó Cốc Chủ - mỏ nước ở dưới gốc cây cổ thụ)
Lễ hội pháo hoa Quảng Uyên," Lễ do một cụ cao tuổi, có uy tín làm chủ lễ và một đội rồng gồm 15 người (3 người đánh trống, một người cầm quả cầu và 11 người múa rồng) làm lễ tại mỏ nước. Khi ra mỏ nước, rồng không được múa, không được đánh trống mà được bịt mắt bằng giấy bản, đến mỏ nước, rồng nằm phục ở đó"
